epoch,loss,val_loss
0,0.005511678083072686,0.0004478769951383583
1,0.00024119962629278046,0.0003108319353428669
2,0.00019657784218123135,0.00027859548703418113
3,0.00018443827207977,0.0002551794188446365
4,0.0001512860483765915,0.00023046805649646558
5,0.00014753375135428384,0.00022499479161342605
6,0.00014335318337543868,0.00022533402168774047
7,0.00013257737906503185,0.0002029336834908463
8,0.00013341240063992105,0.00019362937879341188
9,0.00013030544819073463,0.00018803531503363047
10,0.00012268569220207705,0.0001797586187836714
11,0.00010696487923520056,0.0001708051667897962
12,0.0001129802890475197,0.000173501217996818
13,0.00010386486303167627,0.00017949412692687473
14,9.999816625324832e-05,0.00015537646002194378
15,9.688649211527482e-05,0.00015820654272974934
16,9.688384501526437e-05,0.00016851740222773514
17,9.438397827235067e-05,0.00015483371810696555
18,9.049942469448133e-05,0.0001431547808169853
19,9.213590861879217e-05,0.00015747434482036625
20,8.666470574976772e-05,0.0001413821573019959
21,8.313011942940145e-05,0.00013585272893542423
22,8.549693547106942e-05,0.00014488450621138327
23,8.683200767650148e-05,0.0001474719447956886
24,8.972186737835351e-05,0.0001424301973747788
25,8.309480120981883e-05,0.00013317534028028604
26,7.550758582824371e-05,0.00013190040818299167
27,7.699161262970502e-05,0.00013084615044645033
28,7.821404617437832e-05,0.00014469561934820377
29,7.832303352752833e-05,0.00013617742750793695
30,0.00033672052073786194,0.00032559694270603356
31,0.000126390234856507,0.000218925119494088
32,9.138333858761049e-05,0.00017216379897436128
33,7.565215923148508e-05,0.00015293805411201902
34,6.28875036297892e-05,0.00014269420178316067
35,5.660106191091221e-05,0.00013025407969689695
36,5.6905155737506995e-05,0.000133113193459576
37,5.0671323684770776e-05,0.0001237290547869634
38,4.825783753403812e-05,0.00012236522476014215
39,4.557328951046531e-05,0.00011771161639189813
40,4.4705173414858394e-05,0.00011265690091240685
41,4.3204718692855935e-05,0.00011793800151790492
42,4.761164990637114e-05,0.0001234460269959527
43,4.4490871734273365e-05,0.00011565506062324857
44,4.162444217619286e-05,0.00011265184948133537
45,3.9618714160089185e-05,0.00011032562617328949
46,4.071514132223895e-05,0.00010741033745580352
47,3.9257593722015434e-05,0.00010306176993908594
48,3.8243881857036694e-05,0.00010606813167541986
49,3.643394128285481e-05,0.00010266010785126127
50,3.752682795462094e-05,0.00010647820109297755
51,3.647902491170028e-05,0.00010434190436062635
52,3.6699511352269144e-05,0.0001091084474013769
53,3.5104238851749083e-05,9.731899659673217e-05
54,3.5149255867948125e-05,0.00010570449753431604
55,3.7239789866487565e-05,0.00010791171112068696
56,3.923458008761498e-05,0.00012342484386026627
57,3.35521934740145e-05,9.768964813702042e-05
58,2.9426791939088084e-05,9.072814941901015e-05
59,2.871045257020812e-05,9.360238438675878e-05
60,2.689375770418776e-05,8.770585392194334e-05
61,2.5687519570871292e-05,9.032641343073919e-05
62,2.5183151623862394e-05,9.313747420237633e-05
63,2.466367843602523e-05,8.469093299499946e-05
64,2.5037585279780364e-05,8.500701565353666e-05
65,0.00014226198326751133,0.0003795400091155898
66,0.0001592087685131791,0.00023018220536760056
67,9.860920941907258e-05,0.0002006970911170356
68,8.126940628213121e-05,0.00017026819109159988
69,7.168972631226443e-05,0.00016123899354424792
70,6.196225124234655e-05,0.00013999871043051827
71,4.878874739821687e-05,0.0001287022300675744
72,4.3117922116615427e-05,0.0001266511396766873
73,4.2153576455818655e-05,0.0001174997775699012
74,3.848306814375221e-05,0.00011512587297620484
75,3.514802528241427e-05,0.00011251408079551766
76,3.2226437795167116e-05,0.00011100376480899285
77,2.9587726587500395e-05,0.0001034769695441355
78,2.964506423048643e-05,0.0001016201229809667
79,2.8071052999370422e-05,9.992283333558589e-05
80,2.6961552195863425e-05,9.943463984818664e-05
81,2.743772617953976e-05,9.668511247000424e-05
82,2.5957127047996468e-05,0.00010531116163474508
83,2.7381492843452526e-05,0.00010281928404583596
84,2.8056630463683617e-05,0.00010202361302945064
85,4.492617539779468e-05,0.0001096030241344124
86,3.60260293652165e-05,0.00011076423336489825
87,3.096070443477621e-05,9.497065764589933e-05
88,2.5316522369237268e-05,9.219381480506854e-05
89,2.2260493896565407e-05,9.106921346246963e-05
90,2.1720980843665842e-05,8.655161287024384e-05
91,2.113392057990809e-05,8.72729264840018e-05
92,2.0503008421467804e-05,8.440007674216758e-05
93,1.9451824257508822e-05,8.521901379426708e-05
94,2.3150744153036643e-05,9.096847221226198e-05
95,2.1239147897709888e-05,8.464334995951503e-05
96,2.159654530354099e-05,9.293144400144228e-05
97,3.632184035691823e-05,0.00014045618085947354
98,3.970939643483595e-05,0.0001021314614888979
99,2.5653757974992162e-05,9.03627732230234e-05
100,2.1668220695354302e-05,9.068698107003002e-05
101,2.1425091047384393e-05,8.677856807189528e-05
102,2.0650785833415034e-05,8.943611759168562e-05
103,2.015804728545908e-05,8.70364614733262e-05
104,1.937109586128043e-05,8.665626782894833e-05
105,2.1011203345771156e-05,9.284563776454888e-05
106,2.8083582900104248e-05,9.994410613144282e-05
107,2.6550706373764743e-05,0.0001019974671100499
108,2.23173745184638e-05,9.273481242853449e-05
109,2.4317569368733907e-05,9.671659096638905e-05
110,2.2349449280007883e-05,8.986433754762401e-05
111,2.0287541286146233e-05,8.221700240392237e-05
112,1.8478294832832412e-05,8.615281439415412e-05
113,1.8054524350096973e-05,8.650874168961309e-05
114,1.768586524372824e-05,8.441299376136158e-05
115,2.0143148131425952e-05,9.874481996230315e-05
116,2.0708945424397324e-05,9.687110827653669e-05
117,2.219394434240681e-05,0.00010114166118437425
118,2.3915883855744172e-05,9.762404183857142e-05
119,2.045279273747367e-05,8.93306467041839e-05
120,1.7237596156958497e-05,9.055168087215862e-05
121,1.7832480795795133e-05,8.46555767027894e-05
122,1.638956288043746e-05,8.529334904742428e-05
123,1.6103356446804135e-05,8.315509970270796e-05
124,2.836957563384454e-05,0.00014218179291056003
125,3.880680328463847e-05,9.949166841979605e-05
126,2.204558795475695e-05,8.7573620355397e-05
127,1.8154701851456374e-05,8.54383516139933e-05
128,1.702972076208394e-05,8.246799296175596e-05
129,1.5906495730570017e-05,8.202401340095093e-05
130,1.5062021785085782e-05,7.864667292305967e-05
131,1.4691245974847397e-05,8.092681135167368e-05
132,1.4186587358036095e-05,8.022491839365103e-05
133,1.3992917031608723e-05,7.952398663037457e-05
134,1.3941846924385102e-05,7.936058512714225e-05
