epoch,loss,val_loss
0,0.01602946671281925,0.0010399232954718173
1,0.0006275433527129092,0.0008303993210662156
2,0.00048645445048319305,0.0005489092411706224
3,0.0003628988628845726,0.0005413749256520532
4,0.000309665873859997,0.00041912739872932434
5,0.00027266835385144706,0.00034040458794333973
6,0.0002451124721809375,0.00032899838477605954
7,0.00036550067833841554,0.000463562303641811
8,0.0002597369468025261,0.00031814759668777695
9,0.00022225616233080127,0.0002911249494063668
10,0.00021227806475257365,0.00027554953251383266
11,0.00020211717385571883,0.000262792655947851
12,0.0001919860595331431,0.0003058321724063717
13,0.00018643962787258527,0.0002876490876195021
14,0.0001804249548136983,0.0002503293258836493
15,0.00018445016522836624,0.0002561826554592699
16,0.0001650187255579332,0.00024413176302914507
17,0.0001597377315569059,0.00023524565363768489
18,0.00015707750803969624,0.00025322982216021046
19,0.00015722308715590644,0.00024610845044953746
20,0.000150639035852911,0.0002523004181450233
21,0.00015228156368313398,0.0002489494048990309
22,0.00014378991818375653,0.0002285514272400178
23,0.00014004106704870254,0.00023970958119025454
24,0.00013445878197797294,0.0001974371755408356
25,0.000142888882629481,0.00021755690012068953
26,0.00014395754549006033,0.00025769814960658553
27,0.00013266405949252658,0.0002459242651995737
28,0.00013320202146885628,0.00023193869194074068
29,0.00014085986361445473,0.0002353941635316005
30,0.00014507361099496283,0.0002662510700785788
31,0.00013615623108840925,0.00023307396346936002
32,0.00013337544153508698,0.00026289410581230185
33,0.00014230602818284313,0.0002859053158434108
34,0.00014811772231543478,0.00023627139344462194
35,0.0001330163577535884,0.0002444734212011099
36,0.00012893028687013328,0.0002614974474417977
37,0.00012533865741841448,0.00028077110017766247
38,0.00012633327442644854,0.00021294658564147538
39,0.00012455884496313078,0.00022313112003321294
40,0.00012486315282675888,0.00023723049941763748
41,0.00013341594312178445,0.0009197215967811644
42,0.00023029033431596653,0.00040338622588897125
43,0.00015223950874220966,0.00023724228678038343
44,0.0001324497482308853,0.0002381905209942488
45,0.00012176640048610039,0.000223388602695195
46,0.00012457648254298717,0.0002556857815157855
47,0.00011595175488639206,0.00022915371102862991
48,0.00010114211622278853,0.0002335396896203747
49,0.00010299863683469775,0.00024115769196359906
50,0.00010180994982435769,0.00024361035342153627
51,9.837144845168323e-05,0.00023768212221912107
52,0.00010127965565673015,0.0002560434194310801
53,0.0001038548395219299,0.00026667323183210103
54,9.875432063162062e-05,0.00023658395383099559
55,9.937520260415301e-05,0.00023447615302575286
56,0.00010432176745310025,0.00022056798334233463
57,0.00010074799569463658,0.00024117263948428446
58,9.817272696417258e-05,0.00023839912334224208
59,9.621005627760214e-05,0.0002890217328327708
60,9.443926789791821e-05,0.00025868884592782705
61,9.237204036755178e-05,0.00023946312932239378
62,9.058762709863568e-05,0.00022758457221789286
63,8.815018473201078e-05,0.00024128747443901376
64,8.99580573190931e-05,0.0002561382997897454
65,8.603872905449203e-05,0.00022212642166996374
66,8.459962668110102e-05,0.0002851929003285477
67,8.452153180518633e-05,0.0002687849084759364
68,0.00018734423272313695,0.0007465574290137738
69,0.00035603019479571354,0.0006007370754436125
70,0.00023604539673811062,0.0005114038910251111
71,0.00016454429779232354,0.0003282133640605025
72,0.0001371426467279701,0.00036766756196157077
73,0.00012377172209920086,0.00034249503450992054
74,0.00011391115712567938,0.00029269987232983114
75,0.00010330327587984482,0.00035098955238063354
76,9.756675033964587e-05,0.0003017508873977931
77,9.348074856210712e-05,0.0002927150082949083
78,9.017133536339127e-05,0.00027669033657584804
79,8.609403196181841e-05,0.00027925846762373113
80,8.391377885126185e-05,0.00026859258570475505
81,8.170538216416326e-05,0.000261954197511659
82,7.979607551470539e-05,0.0003393961040128488
83,7.778196951566597e-05,0.0002563144790154183
84,7.664985803095423e-05,0.00029206776278733744
85,7.566446359713406e-05,0.00027731378888711336
86,7.30796186244647e-05,0.00028654581517039335
87,7.474960420950083e-05,0.00033173373282479587
88,7.697699709689035e-05,0.0003380206554342294
89,7.721800318841846e-05,0.00029138451501494275
90,7.419704374554166e-05,0.0002906878254201729
91,8.119524678979109e-05,0.000323908342255163
92,7.80430955901152e-05,0.00030477471731137486
93,7.538523454811717e-05,0.0003241662789339898
94,6.943400495433237e-05,0.00036325539210811257
95,7.059481217295578e-05,0.0002845479214331135
96,7.32111046655236e-05,0.0003269530111574568
97,7.874398772463761e-05,0.00033266531512199436
98,7.369642626458542e-05,0.00029655349175154694
99,6.856237968318525e-05,0.00030966688082553447
100,6.475219106505392e-05,0.0003611988278018544
101,6.281090990624165e-05,0.000366350725988741
102,6.634581095881756e-05,0.0003042184436810203
103,6.426580811703701e-05,0.00033130659973830916
104,6.376587822975628e-05,0.000317580965050729
105,6.523314774814684e-05,0.00031182485872705
106,6.433901020155363e-05,0.0002955211025808239
107,6.452820582188875e-05,0.00036205900589120573
108,6.285076302321676e-05,0.0002983098792756209
109,5.996278806096284e-05,0.00037046817407535856
110,6.24672436437134e-05,0.0003734246196952881
111,6.0359942114606884e-05,0.0003552593154279748
112,6.090565413050454e-05,0.00037668590994144324
113,5.8920424682332064e-05,0.00033173590819642415
114,5.603038951072637e-05,0.0003059641797794029
115,5.517077138863207e-05,0.00032046973131073174
116,5.371553551224773e-05,0.0003300750438909745
117,5.6265234967401646e-05,0.00029405375855276364
118,5.797359743406434e-05,0.00035417252724873836
119,5.985945335851284e-05,0.000355665112711722
120,5.839553484198906e-05,0.00032094843756931367
121,6.152920488979174e-05,0.0003779584746225737
122,6.109275567849118e-05,0.00036048077480518257
123,6.039241908842212e-05,0.000346841852000216
124,5.622510276100064e-05,0.0003167083123582415
125,5.52909432058343e-05,0.00031864327700750436
126,5.369034342634379e-05,0.0003215111204626737
127,5.234770392705506e-05,0.0003542615419166395
128,5.129793390583002e-05,0.00035856756193970794
129,5.196753386371711e-05,0.0003873540015891194
130,5.095163565972049e-05,0.0003650551586179063
131,5.0652363205668295e-05,0.00039566796752042136
132,5.0045775494787635e-05,0.0003374864485522266
133,5.061408665855636e-05,0.00035666468426934445
134,5.71667090941352e-05,0.0003991515040921513
135,5.812555657720277e-05,0.000319471357067232
136,5.7173769415259874e-05,0.00034440096489270216
137,6.092067575270354e-05,0.00038888977569004053
138,5.942930953285119e-05,0.00035875297304592096
139,5.311342997158825e-05,0.00034477139539958445
140,5.00493603700808e-05,0.0003224741923215333
141,4.696625932536273e-05,0.0003120872625411721
142,4.742835006975932e-05,0.0003661850792355835
143,4.9408445318414155e-05,0.0003561250063998159
144,4.8998006448151685e-05,0.000371104102517711
145,4.672024394086951e-05,0.0003446873796492582
146,4.808779214789834e-05,0.0004031279892573366
147,4.905798876060199e-05,0.0003326826301694382
148,4.928819826404677e-05,0.00035342190098017456
149,5.0676166861664786e-05,0.00038146121237950866
150,5.3906905977469405e-05,0.0003827710098063108
151,5.5909216716200123e-05,0.0003493074115627678
152,5.827053726942064e-05,0.00040658171486575154
153,5.698144512531018e-05,0.0003509276526485337
154,5.6334144307490124e-05,0.0003549914724077098
